"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"16542","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","Same Day",7
"16543","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","2 to 7 Days",1
"16544","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","15  to 21 Days",1
"16545","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","1 Day",4
"16546","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Unknown / Data Issue",12
"16547","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",738
"16548","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",164
"16549","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",531
"16550","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",160
"16551","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",712
"16552","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",342
"16553","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Home Visit","15  to 21 Days",1
"16554","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",210
"16555","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Telephone","Same Day",332
"16556","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",18
"16557","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",96
"16558","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Telephone","1 Day",11
"16559","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Telephone","15  to 21 Days",9
"16560","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",65
"16561","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Telephone","Same Day",116
"16562","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",26
"16563","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Home Visit","1 Day",8
"16564","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",1700
"16565","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",91
"16566","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",333
"16567","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",110
"16568","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",636
"16569","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",183
"16570","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",307
"16571","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Telephone","Same Day",111
"16572","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Telephone","8  to 14 Days",2
"16573","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Telephone","15  to 21 Days",1
"16574","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Telephone","1 Day",10
"16575","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Home Visit","Same Day",37
"16576","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Home Visit","2 to 7 Days",8
"16577","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Home Visit","15  to 21 Days",1
"16578","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Home Visit","1 Day",7
"16579","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",46
"16580","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",3
"16581","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",57
"16582","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","8  to 14 Days",3
"16583","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","1 Day",16
"16584","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","Same Day",5
"16585","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","8  to 14 Days",1
"16586","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","1 Day",11
"16587","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Unknown / Data Issue",5
"16588","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",758
"16589","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",198
"16590","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",628
"16591","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",168
"16592","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",852
"16593","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",342
"16594","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","2 to 7 Days",10
"16595","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","8  to 14 Days",2
"16596","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",186
"16597","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","Same Day",414
"16598","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",15
"16599","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","22  to 28 Days",1
"16600","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",6
"16601","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",104
"16602","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","15  to 21 Days",6
"16603","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",60
"16604","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",10
"16605","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Home Visit","1 Day",5
"16606","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",2061
"16607","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",57
"16608","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",462
"16609","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",113
"16610","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",791
"16611","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",208
"16612","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",269
"16613","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",1
"16614","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",37
"16615","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",11
"16616","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",38
"16617","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",50
"16618","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",9
"16619","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",184
"16620","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",112
"16621","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",2
"16622","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",28
"16623","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",2
"16624","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",46
"16625","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",5
"16626","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",24
"16627","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Telephone","More than 28 Days",2
"16628","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Telephone","8  to 14 Days",3
"16629","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",11
"16630","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Home Visit","More than 28 Days",1
"16631","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Home Visit","8  to 14 Days",2
"16632","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Home Visit","22  to 28 Days",1
"16633","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",67
"16634","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","8  to 14 Days",1
"16635","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",5
"16636","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","29-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",66
